2.500000000000000000e+01,9.695000000000000000e+02,2.280671296296296266e-02,5.302404925128199409e+01,4.033299992867371841e+00,2.270095762652457339e+01,4.418721064814815080e-02,3.631736802937950426e+00,1.000000000000000000e+00
1.300000000000000000e+01,3.255000000000000000e+03,1.266550925925926004e-02,4.661564513898799333e+01,4.238819148598136799e+00,2.065065204168973167e+01,4.648408564814814764e-02,3.454189991250102398e+00,1.000000000000000000e+00
3.300000000000000000e+01,5.635000000000000000e+03,1.844212962962963123e-02,5.614038677868026639e+01,4.767320049149646799e+00,2.051250354403676468e+01,4.082581018518518373e-02,3.642680504316917478e+00,1.000000000000000000e+00
1.100000000000000000e+01,2.780000000000000000e+02,2.032812499999999897e-02,4.964719098800086527e+01,2.995481984264571462e+00,1.687573796661625636e+01,1.673709490740740713e-01,3.464203651303714437e+00,1.000000000000000000e+00
1.900000000000000000e+01,2.814000000000000000e+03,3.632465277777777862e-02,6.312008416449613435e+01,2.499668187237642947e+00,3.475142278519943062e+01,3.549618055555555651e-01,3.933225220883015627e+00,1.000000000000000000e+00
1.000000000000000000e+01,2.492000000000000000e+03,1.151793981481481419e-02,6.249956656662207877e+01,8.037515615924688106e+00,2.810069472275374380e+01,4.584751157407407351e-02,3.778786141742105364e+00,1.000000000000000000e+00
2.800000000000000000e+01,4.684000000000000000e+03,2.070659722222222346e-02,4.068685446753848822e+01,4.567970118444371508e+00,1.760682806125671362e+01,1.622939814814814696e-01,3.475879733985784092e+00,1.000000000000000000e+00
1.200000000000000000e+01,3.120000000000000000e+02,3.192708333333333509e-02,6.463023537346067826e+01,6.951521174865295194e+00,2.866397464201507361e+01,5.886429398148148445e-02,3.930028300174376099e+00,1.000000000000000000e+00
4.000000000000000000e+01,5.569500000000000000e+03,1.673321759259259120e-02,4.606084789658440570e+01,7.030588516152482370e+00,1.785231797959104583e+01,5.755497685185185369e-02,3.517467093404487155e+00,1.000000000000000000e+00
3.600000000000000000e+01,3.530500000000000000e+03,1.712905092592592604e-02,5.526406081820993421e+01,7.028377280243744529e+00,2.330377666190913288e+01,5.686834490740740738e-02,3.634019481723715028e+00,1.000000000000000000e+00
5.800000000000000000e+01,7.287000000000000000e+03,1.837268518518518634e-02,4.905225889582354171e+01,5.412271349756499816e+00,1.991578466505269063e+01,7.545109953703703354e-02,3.432979358499319567e+00,1.000000000000000000e+00
1.600000000000000000e+01,3.623000000000000000e+03,8.614583333333333467e-03,5.969947857318626205e+01,6.653064102965004167e+00,2.454309099783103321e+01,3.652575231481481471e-02,3.666959711285056045e+00,1.000000000000000000e+00
2.200000000000000000e+01,7.368500000000000000e+03,1.733564814814814864e-02,5.566852860455711749e+01,3.493518442348157116e+00,1.848170250418344551e+01,3.904817708333333526e-01,3.564158898658686070e+00,1.000000000000000000e+00
7.000000000000000000e+00,1.932000000000000000e+03,2.198148148148148032e-02,5.398176853728709546e+01,6.776421286017900059e+00,2.239299703365337990e+01,2.117638888888888904e-01,3.620173079571670893e+00,1.000000000000000000e+00
3.200000000000000000e+01,3.651000000000000000e+03,2.777604166666666763e-02,5.811583197042163818e+01,6.649188827057580298e+00,2.683471917081918434e+01,1.627879050925925830e-01,3.555068761676798417e+00,1.000000000000000000e+00
5.300000000000000000e+01,4.306000000000000000e+03,4.238541666666666846e-02,4.410441103852554079e+01,1.038871684128860329e+00,2.123169050294105986e+01,2.052838541666666683e-01,3.200318250663952480e+00,1.000000000000000000e+00
8.000000000000000000e+00,2.080000000000000000e+02,2.881886574074074212e-02,5.860845376839098009e+01,9.249887171864189739e+00,2.707147664304563150e+01,8.848842592592592871e-02,3.556947912051249716e+00,1.000000000000000000e+00
3.000000000000000000e+01,8.855000000000000000e+02,1.040162037037037010e-02,5.246139269430991448e+01,5.245942196197304952e+00,2.058435868153841142e+01,8.281307870370370472e-02,3.575142022415606746e+00,1.000000000000000000e+00
4.800000000000000000e+01,1.469500000000000000e+03,2.373206018518518590e-02,6.887213539696914211e+01,5.001408407391605415e-01,3.043086905197130321e+01,2.286041666666666639e-01,3.921592003810843607e+00,1.000000000000000000e+00
5.400000000000000000e+01,7.697000000000000000e+03,4.046701388888888917e-02,7.354141319768547191e+01,5.899101962018695744e+00,2.740976101533787457e+01,1.185778356481481527e-01,3.994995426246710224e+00,1.000000000000000000e+00
5.000000000000000000e+01,2.539500000000000000e+03,3.425810185185185208e-02,7.453925263317033512e+01,5.409753996353955152e+00,2.644688302927840695e+01,7.871556712962962665e-02,3.889357311409529228e+00,1.000000000000000000e+00
2.400000000000000000e+01,4.549000000000000000e+03,3.862731481481481571e-02,5.084794243695937865e+01,6.559176141545214556e+00,2.042984208853098593e+01,1.222766203703703758e-01,3.441259097381815568e+00,1.000000000000000000e+00
6.000000000000000000e+00,1.800000000000000000e+02,2.787905092592592518e-02,4.036275525093546435e+01,1.053188377233513329e+00,1.554156215535427776e+01,1.538136574074074059e-02,3.258984849617100998e+00,1.000000000000000000e+00
3.000000000000000000e+00,7.200000000000000000e+01,2.787500000000000047e-02,5.052061761209299107e+01,5.187939361083452328e-01,1.960579957840933929e+01,9.815046296296296713e-02,3.258715952385959902e+00,1.000000000000000000e+00
1.800000000000000000e+01,5.977500000000000000e+03,4.198032407407407268e-02,4.852941817894168963e+01,6.629791309872921090e-01,2.353492575746215465e+01,2.252335069444444393e-01,3.538535362933006301e+00,1.000000000000000000e+00
5.000000000000000000e+00,1.445000000000000000e+02,3.568865740740740505e-02,3.550265479802718005e+01,5.176658281749062063e+00,1.694555401133886008e+01,2.585474537037037168e-02,3.446331370657812698e+00,1.000000000000000000e+00
2.000000000000000000e+00,7.100000000000000000e+01,3.508680555555555858e-02,3.970542157437949271e+01,6.222181524847374412e+00,1.821025650167326404e+01,1.217013888888888833e-02,3.574812834429514918e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.812905092592592540e-02,4.240466319366027648e+01,6.001213335876361299e+00,2.108629842846454139e+01,0.000000000000000000e+00,3.527228473870760439e+00,1.000000000000000000e+00
2.000000000000000000e+00,1.740000000000000000e+02,3.302951388888888951e-02,5.426752993207649922e+01,1.018827595772392591e+01,2.403965067582842963e+01,7.181712962962962660e-03,3.712235532538784355e+00,1.000000000000000000e+00
2.000000000000000000e+00,1.384000000000000000e+03,8.796296296296296849e-03,6.571345854979161061e+01,5.008974272150572560e+00,2.018638030873274047e+01,3.168692129629629810e-03,3.654774942444261043e+00,1.000000000000000000e+00
4.000000000000000000e+00,7.400000000000000000e+01,5.596643518518518157e-03,4.977040918875557196e+01,8.756172545119946804e+00,2.032191594140455138e+01,6.446759259259259283e-04,3.458006351103670273e+00,1.000000000000000000e+00
4.000000000000000000e+00,2.040000000000000000e+03,8.723379629629629539e-03,3.257796955837102360e+01,4.052012459510621945e+00,1.159326079101549034e+01,0.000000000000000000e+00,3.110047287890352230e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.130439814814814849e-02,6.895298821335792638e+01,3.735075314559431980e+00,2.192068430280625790e+01,3.060474537037036896e-03,3.712582747982875020e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.400000000000000000e+01,7.280671296296296370e-03,6.303712178848468994e+01,5.141985287695908013e+00,2.159417419010041428e+01,2.466724537037037236e-03,3.700097428727742166e+00,1.000000000000000000e+00
