1.013142210350561299e+03,1.967608947163659195e+03,9.796345244105588108e+02,1.062527720298258828e+03,1.000503036757562086e+03,1.020743667239862475e+03,1.004577170065892915e+03,1.008944366015093351e+03,1.000000000000000000e+00
1.028056042332047127e+03,4.260814641677577129e+03,9.972235269593506928e+02,1.037778692649629420e+03,9.916314108245439911e+02,1.000868178515776549e+03,1.007039237743757667e+03,1.005951703779252171e+03,1.000000000000000000e+00
1.034825030977954611e+03,6.623651511924839724e+03,1.003033994721953945e+03,1.071766079127268313e+03,1.012877670367220048e+03,1.017473725055428986e+03,9.985469941299977563e+02,1.007316287307358834e+03,1.000000000000000000e+00
1.007782608030288543e+03,1.265835746665974057e+03,9.897926522098007354e+02,1.048165138047734672e+03,1.014532483334960943e+03,1.027623362512905942e+03,9.916899104045924105e+02,9.982714886092344386e+02,1.000000000000000000e+00
1.043530368531487738e+03,3.817446026744831215e+03,9.739078168932175004e+02,1.057623767713065490e+03,1.021327771824397132e+03,1.041282045082533841e+03,1.005324198938271365e+03,1.003866434709673058e+03,1.000000000000000000e+00
1.009653117240803340e+03,3.481132594767904266e+03,9.935246673561479156e+02,1.078092578345919264e+03,1.006243733081440269e+03,1.017836446752356210e+03,9.974498462147097371e+02,1.007720155131264960e+03,1.000000000000000000e+00
1.025853837423072491e+03,5.681068666572532493e+03,9.836865052300848902e+02,1.045902271701738300e+03,9.970547889184673522e+02,1.021784615928170865e+03,9.900697933328851832e+02,9.969776849556667457e+02,1.000000000000000000e+00
1.002062188518248036e+03,1.305021237493343051e+03,9.963270451970793147e+02,1.072501281139434923e+03,1.017606723411772236e+03,1.024335736616108989e+03,9.984875496445054068e+02,1.023763960368818744e+03,1.000000000000000000e+00
1.033090986243014868e+03,6.568442080201295539e+03,1.014906212978417102e+03,1.055236362782870401e+03,9.933503321163416331e+02,1.035663623628273172e+03,1.002177868880455549e+03,1.016059945181273633e+03,1.000000000000000000e+00
1.025712213933981957e+03,4.526676174890957554e+03,9.808740375431310667e+02,1.042474192842842058e+03,9.911879007751489326e+02,1.033092595291543148e+03,9.983472005590519984e+02,1.006559337022931004e+03,1.000000000000000000e+00
1.054665427417915680e+03,8.291085174987318169e+03,1.010078898127119601e+03,1.063317508497450035e+03,9.956145336560693977e+02,1.026310563245531739e+03,1.000050365523401410e+03,9.966530847271131961e+02,1.000000000000000000e+00
1.024795359721666046e+03,4.616924979399955191e+03,9.844169053203322619e+02,1.065359930262153739e+03,1.001675125928482203e+03,1.040280838760405004e+03,1.007086882128146499e+03,9.864898049736702887e+02,1.000000000000000000e+00
9.994118976507912748e+02,8.358160024553832045e+03,9.811434129928439916e+02,1.048562024786465372e+03,9.810458577177450934e+02,1.018839178289233018e+03,9.808772444120992304e+02,1.008188467521776033e+03,1.000000000000000000e+00
1.014818269851876494e+03,2.919262090754380097e+03,9.916311880718999419e+02,1.038689820912902405e+03,1.007659765544960123e+03,1.005821568530525951e+03,9.930497902875808904e+02,1.019968918239705317e+03,1.000000000000000000e+00
1.037788567072109572e+03,4.644238099718597368e+03,1.005378019673330186e+03,1.066473105812809536e+03,1.007535613423726659e+03,1.035859377003085683e+03,9.961651556326120271e+02,1.012006833342650339e+03,1.000000000000000000e+00
1.060958321532461014e+03,5.319467434103232335e+03,9.934620049598049718e+02,1.046192347624314607e+03,1.001035248174581966e+03,1.020235835593111688e+03,9.939882686289191724e+02,9.958616454844403734e+02,1.000000000000000000e+00
9.979431590341671381e+02,1.205502637548941038e+03,9.963226226231437295e+02,1.069362716871172324e+03,1.028052520920989537e+03,1.042239383023750406e+03,1.000570540995388683e+03,1.004984576473455036e+03,1.000000000000000000e+00
1.028548626660966875e+03,1.881536472260571600e+03,1.000564302777432772e+03,1.054948166356759657e+03,9.929181498796385767e+02,1.014904892894597651e+03,1.001423192939301998e+03,1.006294765551368755e+03,1.000000000000000000e+00
1.040379616212348083e+03,2.465834343691697086e+03,9.844559196950159503e+02,1.061592334792351039e+03,1.002318497546142680e+03,1.027504034990297896e+03,9.857902271801452798e+02,1.016780015534539189e+03,1.000000000000000000e+00
1.049614948271256708e+03,8.683731300137460494e+03,9.973482537494313647e+02,1.065761602615619040e+03,1.016753499234080664e+03,1.015553120874622323e+03,9.935209474036092843e+02,1.000257298657333195e+03,1.000000000000000000e+00
1.035227876897563419e+03,3.543320426875018711e+03,1.002214234289416709e+03,1.080798538812661491e+03,9.931211406024364123e+02,1.025859081606758537e+03,9.964210311570307113e+02,1.019997637612300196e+03,1.000000000000000000e+00
1.040463151859835989e+03,5.540224883244623925e+03,1.004296042489702245e+03,1.059136726347220247e+03,1.005988821789963481e+03,1.014957937589895323e+03,9.999215460796069692e+02,9.883458410553438398e+02,1.000000000000000000e+00
1.002547965602591944e+03,1.200454505132276154e+03,9.907865464287526720e+02,1.048518788143979918e+03,9.894030136148553538e+02,1.026609270065338706e+03,9.876214202274935587e+02,1.007341566915910562e+03,1.000000000000000000e+00
1.007291705902644480e+03,1.077878207259821920e+03,9.824037280185100371e+02,1.045426505462557543e+03,9.995783755382445861e+02,1.030577192413970124e+03,9.974032781778727212e+02,1.004177906008289369e+03,1.000000000000000000e+00
1.030968949074074317e+03,6.972743500531326390e+03,9.988920461594218523e+02,1.049038976490018740e+03,9.993997991233077300e+02,1.026486805717432844e+03,9.928998369446559309e+02,9.959889375525938249e+02,1.000000000000000000e+00
1.003256124886272914e+03,1.139838620738571535e+03,1.008448394851708144e+03,1.028279348888734830e+03,9.943759050654230123e+02,1.023602148508491950e+03,9.950518168644647403e+02,1.020721877391635758e+03,1.000000000000000000e+00
